Rndrng_Prvdr_CCN,Rndrng_Prvdr_Org_Name,Rndrng_Prvdr_St,Rndrng_Prvdr_City,Rndrng_Prvdr_Zip5,Rndrng_Prvdr_State_Abrvtn,Rndrng_Prvdr_State_FIPS,Rndrng_Prvdr_RUCA,Rndrng_Prvdr_RUCA_Desc,Tot_Benes,Tot_Submtd_Cvrd_Chrg,Tot_Pymt_Amt,Tot_Mdcr_Pymt_Amt,Tot_Dschrgs,Tot_Cvrd_Days,Tot_Days,Bene_Avg_Age,Bene_Age_LT_65_Cnt,Bene_Age_65_74_Cnt,Bene_Age_75_84_Cnt,Bene_Age_GT_84_Cnt,Bene_Feml_Cnt,Bene_Male_Cnt,Bene_Race_Wht_Cnt,Bene_Race_Black_Cnt,Bene_Race_API_Cnt,Bene_Race_Hspnc_Cnt,Bene_Race_NatInd_Cnt,Bene_Race_Othr_Cnt,Bene_Dual_Cnt,Bene_Ndual_Cnt,Bene_CC_BH_ADHD_OthCD_V1_Pct,Bene_CC_BH_Alcohol_Drug_V1_Pct,Bene_CC_BH_Tobacco_V1_Pct,Bene_CC_BH_Alz_NonAlzdem_V2_Pct,Bene_CC_BH_Anxiety_V1_Pct,Bene_CC_BH_Bipolar_V1_Pct,Bene_CC_BH_Mood_V2_Pct,Bene_CC_BH_Depress_V1_Pct,Bene_CC_BH_PD_V1_Pct,Bene_CC_BH_PTSD_V1_Pct,Bene_CC_BH_Schizo_OthPsy_V1_Pct,Bene_CC_PH_Asthma_V2_Pct,Bene_CC_PH_Afib_V2_Pct,Bene_CC_PH_Cancer6_V2_Pct,Bene_CC_PH_CKD_V2_Pct,Bene_CC_PH_COPD_V2_Pct,Bene_CC_PH_Diabetes_V2_Pct,Bene_CC_PH_HF_NonIHD_V2_Pct,Bene_CC_PH_Hyperlipidemia_V2_Pct,Bene_CC_PH_Hypertension_V2_Pct,Bene_CC_PH_IschemicHeart_V2_Pct,Bene_CC_PH_Osteoporosis_V2_Pct,Bene_CC_PH_Parkinson_V2_Pct,Bene_CC_PH_Arthritis_V2_Pct,Bene_CC_PH_Stroke_TIA_V2_Pct,Bene_Avg_Risk_Scre
340039,Iredell Memorial Hospital Inc,557 Brookdale Dr,Statesville,28677,NC,37,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1218,83812278,18181709,15129831,1681,7998,8321,76.23891626,129,366,419,304,683,535,1070,116,,16,,12,260,958,0.009852217,0.130541872,0.20361248,0.234811166,0.36863711,0.109195402,0.386699507,0.36453202,0.012315271,0.018883415,0.047619048,0.126436782,0.385057471,0.217569787,0.459770115,0.404761905,0.467159278,0.397372742,0.75,0.75,0.437602627,0.154351396,0.05090312,0.593596059,0.181444992,2.342909786
340040,Ecu Health Medical Center,2100 Stantonsburg Rd,Greenville,27834,NC,37,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",7402,592053935,202109392,153403160,10265,60967,62911,73.77911375,1051,2574,2493,1284,3872,3530,5238,1906,24,91,,,1771,5631,0.013239665,0.122129154,0.226965685,0.178600378,0.342745204,0.049310997,0.350175628,0.326668468,0.014320454,0.02647933,0.037422318,0.12253445,0.347608754,0.20980816,0.468522021,0.296136179,0.47257498,0.42839773,0.75,0.75,0.496622535,0.150499865,0.025803837,0.552418265,0.230478249,2.131479922
340041,Caldwell Memorial Hospital,321 Mulberry St Sw,Lenoir,28645,NC,37,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",695,30900337,10138880,8654437,895,4963,5118,74.3381295,116,203,225,151,384,311,648,30,,,,,216,479,0.017266187,0.188489209,0.250359712,0.251798561,0.482014389,0.09352518,0.423021583,0.395683453,0.038848921,0.04028777,0.074820144,0.139568345,0.35971223,0.152517986,0.490647482,0.410071942,0.447482014,0.421582734,0.75,0.75,0.513669065,0.138129496,0.033093525,0.588489209,0.162589928,2.166826578
340042,Onslow Memorial Hospital,317 Western Boulevard,Jacksonville,28540,NC,37,2,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",1005,52649771,17361710,14961093,1314,8963,9319,74.77114428,135,346,310,214,606,399,774,167,16,33,,,253,752,0.015920398,0.173134328,0.251741294,0.24079602,0.392039801,0.057711443,0.396019901,0.365174129,0.011940299,0.034825871,0.047761194,0.11840796,0.330348259,0.208955224,0.429850746,0.415920398,0.464676617,0.432835821,0.75,0.75,0.377114428,0.182089552,0.033830846,0.538308458,0.175124378,2.002116775
340047,North Carolina Baptist Hospital,Medical Center Boulevard,Winston-Salem,27157,NC,37,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",4724,638959772,178542257,125139283,6317,35213,37003,72.01397121,827,1760,1477,660,2244,2480,3867,549,48,110,,,1043,3681,0.017569856,0.114733277,0.222480948,0.156223539,0.365791702,0.08319221,0.377646063,0.357535987,0.013547841,0.020321761,0.033022862,0.109652837,0.33827265,0.212955123,0.438187976,0.274978832,0.446867062,0.375529213,0.75,0.75,0.448560542,0.152624894,0.037044877,0.452794242,0.193056732,2.439434542
340049,North Carolina Specialty Hospital,3916 Ben Franklin Boulevard,Durham,27704,NC,37,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",172,11619737,3252208,2889154,184,420,429,74.22093023,,80,75,,106,66,145,23,,,,,,,0.046511628,0.069767442,0.069767442,0.046511628,0.424418605,0.075581395,0.441860465,0.430232558,0.023255814,0.017441861,0.011627907,0.186046512,0.180232558,0.145348837,0.255813954,0.127906977,0.273255814,0.156976744,0.75,0.75,0.226744186,0.203488372,0.011627907,0.75,0.087209302,1.063836725
340050,Southeastern Regional Medical Center,300 W 27 St  Po Box 1408,Lumberton,28359,NC,37,4,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",1208,61762547,27694479,21658882,1737,8024,8209,72.2897351,249,381,360,218,645,563,689,267,,15,,83,566,642,0.015728477,0.214403974,0.282284768,0.283112583,0.371688742,0.124172185,0.353476821,0.313741722,0.012417219,0.02897351,0.090231788,0.125,0.317880795,0.178807947,0.478476821,0.364238411,0.535596027,0.475165563,0.75,0.75,0.492549669,0.104304636,0.033940397,0.444536424,0.203642384,2.478488257
340051,Watauga Medical Center,336 Deerfield Road,Boone,28607,NC,37,4,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",1055,48086866,19133515,16712486,1340,5922,6059,77.3042654,73,314,413,255,572,483,1011,,,12,,22,187,868,0.009478673,0.113744076,0.159241706,0.200947867,0.400947867,0.061611374,0.381042654,0.359241706,0.007582938,0.015165877,0.026540284,0.155450237,0.380094787,0.217061611,0.322274882,0.318483412,0.353554502,0.333649289,0.75,0.75,0.417061611,0.191469194,0.032227488,0.615165877,0.159241706,1.578114924
340053,Novant Health Presbyterian Medical Center,200 Hawthorne Lane Box 33549,Charlotte,28233,NC,37,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",3522,384471356,80989490,70852794,4435,23731,24342,74.95343555,310,1339,1282,591,1876,1646,2635,648,48,90,,,465,3057,0.01362862,0.120670074,0.141964793,0.162123793,0.363997729,0.048835889,0.381317433,0.363429869,0.01391255,0.025269733,0.030948325,0.135718342,0.341851221,0.231970471,0.455706985,0.251561613,0.379045997,0.342986939,0.75,0.75,0.426178308,0.17802385,0.030948325,0.605905735,0.198182851,1.990432935
340060,Unc Rockingham,117 E Kings Highway,Eden,27288,NC,37,4,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",231,5789390,2840982,2456697,283,1224,1241,76.36363636,32,66,65,68,136,95,197,34,,,,,65,166,0.008658009,0.121212121,0.238095238,0.25974026,0.424242424,0.060606061,0.411255411,0.380952381,0.021645022,0.021645022,0.073593074,0.12987013,0.324675325,0.212121212,0.493506494,0.38961039,0.532467533,0.489177489,0.75,0.75,0.411255411,0.142857143,0.03030303,0.506493507,0.225108225,1.950553184
340061,Unc Hospitals,101 Manning Drive,Chapel Hill,27514,NC,37,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",4742,506775046,197434109,145592784,6211,45036,48063,72.03121046,846,1737,1446,713,2369,2373,3525,843,61,119,16,178,978,3764,0.018135808,0.122733024,0.161113454,0.200126529,0.38064108,0.077393505,0.38633488,0.358076761,0.019611978,0.032264867,0.035849852,0.118093631,0.297764656,0.22163644,0.403838043,0.248840152,0.384436946,0.337832138,0.708350907,0.75,0.39350485,0.161535217,0.033319275,0.507380852,0.17334458,2.285127949
340064,Wilkes Regional Medical Center,1370 West D St,North Wilkesboro,28659,NC,37,4,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",606,32330825,8977809,7561568,837,3875,3992,76.02640264,76,166,188,176,356,250,575,13,,,,,182,424,0.01320132,0.128712871,0.247524753,0.287128713,0.445544555,0.074257426,0.468646865,0.437293729,0.021452145,0.01320132,0.049504951,0.122112211,0.343234323,0.165016502,0.475247525,0.433993399,0.45709571,0.412541254,0.75,0.75,0.438943894,0.160066007,0.054455446,0.5,0.173267327,2.105802681
340068,Columbus Regional Healthcare System,500 Jefferson St,Whiteville,28472,NC,37,7,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",534,28637965,7886392,6918239,701,3747,3774,75.62546817,57,177,197,103,293,241,418,101,,,,,158,376,0.011235955,0.134831461,0.222846442,0.256554307,0.417602996,0.06928839,0.41011236,0.397003745,0.013108614,0.013108614,0.059925094,0.097378277,0.372659176,0.237827715,0.462546817,0.4082397,0.550561798,0.428838951,0.75,0.75,0.462546817,0.116104869,0.026217229,0.56741573,0.22846442,2.305825097
340069,Wakemed,3000 New Bern Ave,Raleigh,27610,NC,37,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",4952,502465597,110988006,93546193,6344,35276,36824,75.16801292,533,1659,1746,1014,2543,2409,3671,948,79,126,,,905,4047,0.011712439,0.119547658,0.173263328,0.233239095,0.374798061,0.063812601,0.396607431,0.373788368,0.017972536,0.024434572,0.040791599,0.121970921,0.36631664,0.195880452,0.430331179,0.2703958,0.429523425,0.408925687,0.75,0.75,0.476171244,0.162156704,0.034127625,0.527059774,0.207189015,1.983703074
340070,Alamance Regional Medical Center,1240 Huffman Mill Rd,Burlington,27216,NC,37,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1390,72384730,25619549,21091611,1870,8006,8333,75.45755396,179,440,437,334,777,613,1122,208,13,23,,,311,1079,0.015107914,0.123021583,0.198561151,0.251079137,0.414388489,0.105755396,0.481294964,0.45323741,0.014388489,0.015827338,0.064028777,0.117266187,0.323741007,0.213669065,0.487769784,0.364748201,0.463309353,0.448920863,0.75,0.75,0.523021583,0.176258993,0.051079137,0.510071942,0.218705036,2.235881023
340071,Betsy Johnson Regional  Hospital,800 Tilghman Dr,Dunn,28334,NC,37,4,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",755,32925257,12892589,10319054,972,4386,4512,75.2384106,104,228,258,165,437,318,589,134,,18,,,268,487,0.010596027,0.147019868,0.259602649,0.304635762,0.430463576,0.076821192,0.397350993,0.372185431,0.014569536,0.035761589,0.058278146,0.123178808,0.333774834,0.193377483,0.441059603,0.435761589,0.520529801,0.487417219,0.75,0.75,0.552317881,0.160264901,0.033112583,0.505960265,0.19205298,2.21533962
340073,Duke Health Raleigh Hospital,3400 Wake Forest Rd,Raleigh,27609,NC,37,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2359,167064022,45614650,38482443,3121,15375,15817,74.14624841,267,895,824,373,1308,1051,1774,415,39,54,,,311,2048,0.018228063,0.127596439,0.147944044,0.176345909,0.383213226,0.067401441,0.396778296,0.371767698,0.016956337,0.030097499,0.034336583,0.148367953,0.277660025,0.247986435,0.440864773,0.266214498,0.393810937,0.320050869,0.75,0.75,0.387028402,0.19796524,0.033488766,0.638830013,0.155150488,1.989737214
340075,Carolinas Healthcare System-Blue Ridge,2201 S Sterling St,Morganton,28655,NC,37,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1049,69769744,18134919,14526532,1344,6546,6655,74.13250715,179,310,355,205,557,492,953,55,18,11,,,332,717,0.015252622,0.159199237,0.274547188,0.274547188,0.449952336,0.078169685,0.42135367,0.387988561,0.028598665,0.025738799,0.08293613,0.098188751,0.329837941,0.153479504,0.408007626,0.391801716,0.430886559,0.376549094,0.729265968,0.75,0.418493804,0.179218303,0.040038132,0.546234509,0.159199237,1.929833317
340084,Atrium Health Anson,2301 Us Highway 74 West,Wadesboro,28170,NC,37,7,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",87,2830008,1501174,1356607,111,356,364,77.02298851,,23,34,,53,34,64,20,,,,,32,55,0,0.137931035,0.206896552,0.344827586,0.356321839,0.045977012,0.379310345,0.356321839,0,0.022988506,0.057471264,0.114942529,0.344827586,0.137931035,0.505747126,0.471264368,0.505747126,0.459770115,0.75,0.75,0.471264368,0.229885058,0.045977012,0.517241379,0.252873563,2.281803914
340085,Novant Health Thomasville Medical Center,207 Old Lexington Rd Box 789,Thomasville,27360,NC,37,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",324,16218347,5832487,5151902,420,1803,1835,75.5308642,41,96,107,80,192,132,287,25,,,,,93,231,0.024691358,0.132716049,0.287037037,0.262345679,0.49691358,0.095679012,0.472222222,0.429012346,0.027777778,0.021604938,0.058641975,0.145061728,0.364197531,0.206790124,0.561728395,0.348765432,0.459876543,0.385802469,0.75,0.75,0.419753086,0.166666667,0.018518519,0.583333333,0.175925926,1.969763291
340087,Mission Hospital Mcdowell,430 Rankin Drive P O Box 730,Marion,28752,NC,37,3,"Metropolitan area low commuting: primary flow 10% to <30% to a urbanized area of 50,000 and greater",389,14729188,6083783,5282296,484,1966,2042,74.44473008,60,129,115,85,216,173,369,12,,,,,133,256,0.01285347,0.143958869,0.308483291,0.269922879,0.524421594,0.138817481,0.475578406,0.439588689,0.020565553,0.025706941,0.089974293,0.097686375,0.370179949,0.200514139,0.424164524,0.473007712,0.434447301,0.390745501,0.75,0.75,0.393316195,0.221079692,0.059125964,0.560411311,0.177377892,1.86993536
340090,Johnston Health,509 Bright Leaf Blvd,Smithfield,27577,NC,37,4,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",1967,130116715,32669209,26999114,2767,12886,13503,75.42297916,212,645,704,406,1068,899,1643,246,,49,,24,465,1502,0.015251652,0.125063549,0.218607016,0.254702593,0.463650229,0.071174377,0.430604982,0.406202339,0.010167768,0.026436197,0.042196238,0.126080325,0.389425521,0.202338587,0.473309609,0.406202339,0.502287748,0.491611591,0.75,0.75,0.585663447,0.167768175,0.036603965,0.646161668,0.215048297,2.069851394
340091,Cone Health,1200 N Elm St,Greensboro,27401,NC,37,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",4731,311682651,106507969,83947677,6521,29390,31099,74.91798774,628,1545,1519,1039,2565,2166,3553,962,57,58,,,976,3755,0.015852885,0.114352145,0.165504122,0.207567111,0.392306066,0.063622913,0.402029169,0.372437117,0.011836821,0.020925809,0.046290425,0.130839146,0.346649757,0.218347073,0.471359121,0.306489114,0.455506236,0.427182414,0.75,0.75,0.458676813,0.162544917,0.031071655,0.540689072,0.20397379,2.172900031
340096,Lexington Memorial Hospital Inc,250 Hospital Drive Po Box 1817,Lexington,27293,NC,37,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",485,24150048,7549750,6402687,637,2562,2671,76.02474227,59,131,184,111,294,191,447,25,,,,,124,361,0.018556701,0.117525773,0.224742268,0.265979381,0.453608247,0.082474227,0.513402062,0.484536083,0.012371134,0.018556701,0.072164949,0.115463918,0.334020619,0.18556701,0.486597938,0.406185567,0.478350516,0.457731959,0.75,0.75,0.439175258,0.191752577,0.028865979,0.622680412,0.158762887,1.902005188
340097,Hugh Chatham Memorial Hospital,180 Parkwood Dr,Elkin,28621,NC,37,7,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",478,21081059,6339689,5489168,620,2354,2385,75.66527197,54,149,177,98,260,218,460,,,,,,122,356,0.010460251,0.104602511,0.248953975,0.205020921,0.435146444,0.19456067,0.405857741,0.380753138,0.00209205,0.016736402,0.033472803,0.10041841,0.364016736,0.167364017,0.372384937,0.420502092,0.414225941,0.393305439,0.75,0.75,0.384937239,0.127615063,0.048117155,0.606694561,0.19665272,1.652886769
340098,Atrium Health Pineville,10628 Park Rd,Charlotte,28210,NC,37,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",4167,375292338,69438548,56481485,5413,28189,29677,76.5800336,286,1323,1666,892,2233,1934,3422,477,50,100,,,448,3719,0.015838733,0.096952244,0.130309575,0.21262299,0.362610991,0.045596352,0.370770338,0.349652028,0.014398848,0.020638349,0.030717543,0.122150228,0.370770338,0.231821454,0.420446364,0.261819055,0.382529398,0.373650108,0.75,0.75,0.467722582,0.178305736,0.040556756,0.514278858,0.201583873,1.934082318
340099,Vidant Roanoke Chowan Hospital,500 S Academy St,Ahoskie,27910,NC,37,7,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",580,22072434,8685274,7677666,785,4116,4148,76.4362069,57,185,190,148,307,273,351,222,,,,,210,370,0.012068966,0.120689655,0.217241379,0.34137931,0.34137931,0.044827586,0.35862069,0.318965517,0.020689655,0.024137931,0.079310345,0.127586207,0.343103448,0.224137931,0.534482759,0.301724138,0.531034483,0.465517241,0.75,0.75,0.401724138,0.131034483,0.036206897,0.617241379,0.225862069,1.850149105
340107,Vidant Edgecombe Hospital,111 Hospital Dr,Tarboro,27886,NC,37,4,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",573,28379760,10128681,8828436,744,3629,3698,76.30715532,83,153,180,157,326,247,362,202,,,,,227,346,0.003490401,0.113438045,0.230366492,0.331588133,0.385689354,0.045375218,0.443280977,0.392670157,0.008726004,0.017452007,0.059336824,0.097731239,0.312390925,0.205933682,0.561954625,0.35078534,0.521815009,0.490401396,0.75,0.75,0.472949389,0.158813264,0.036649215,0.612565445,0.230366492,2.347177329
340109,Sentara Albemarle Medical Center,1144 N Road St,Elizabeth City,27909,NC,37,4,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",1308,78459590,28181274,25233406,1922,8771,9023,75.94571865,129,416,458,305,698,610,1007,275,,,,12,314,994,0.009174312,0.124617737,0.240825688,0.256116208,0.397553517,0.051987768,0.422018349,0.390672783,0.012232416,0.01911315,0.046636086,0.118501529,0.412844037,0.236238532,0.46941896,0.399082569,0.532874618,0.529816514,0.75,0.75,0.52293578,0.120795107,0.032874618,0.519877676,0.216360856,2.420237865
340113,Carolinas Medical Center/Behav Health,1000 Blythe Blvd,Charlotte,28203,NC,37,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",6542,1048446165,247661029,186696549,8480,54876,58707,72.22974626,1059,2476,2140,867,3269,3273,4814,1280,92,154,11,191,1222,5320,0.020024457,0.134821156,0.165239988,0.170437175,0.357841639,0.059920514,0.373433201,0.345612962,0.016508713,0.025068786,0.045093244,0.120299603,0.308468358,0.222103332,0.402934882,0.23219199,0.38443901,0.343320086,0.75,0.75,0.406450627,0.154539896,0.031030266,0.472638337,0.199174564,2.219466848
340114,Rex Hospital,4420 Lake Boone Trail,Raleigh,27607,NC,37,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",6007,389094435,115500378,97249254,7959,41301,42973,76.58365241,439,1988,2229,1351,3215,2792,4904,762,86,96,,,715,5292,0.013650741,0.108373564,0.145996338,0.199933411,0.393707341,0.052272349,0.353254536,0.330780756,0.015981355,0.02447145,0.034626269,0.125187282,0.389212585,0.235558515,0.455135675,0.289495589,0.432828367,0.455302148,0.75,0.75,0.541701348,0.17130015,0.034293325,0.593307808,0.183619111,1.961934652
340115,Firsthealth Moore Regional Hospital,155 Memorial Drive,Pinehurst,28374,NC,37,4,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",4342,403963498,82601377,71321424,5992,28033,28698,75.97742976,435,1411,1523,973,2311,2031,3477,636,20,61,43,105,741,3601,0.012897282,0.119299862,0.178719484,0.188853063,0.342929526,0.046292031,0.356057117,0.332105021,0.011515431,0.028097651,0.031091663,0.123675726,0.35720866,0.198986642,0.425840626,0.336480884,0.435513588,0.413864579,0.75,0.75,0.468217411,0.206817135,0.030170428,0.613081529,0.163519116,2.08853825
340116,Frye Regional Medical Center,420 N Center St,Hickory,28601,NC,37,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1635,198055516,27239549,23542135,2105,9255,9541,76.17431193,165,471,638,361,846,789,1522,66,11,13,,,338,1297,0.00733945,0.113761468,0.187767584,0.180428135,0.385321101,0.058715596,0.368195719,0.341284404,0.014067278,0.016513762,0.047706422,0.132721713,0.409785933,0.176146789,0.393883792,0.337003058,0.428746177,0.366360856,0.75,0.75,0.510703364,0.138837921,0.037920489,0.52293578,0.174311927,1.920358818
340119,Atrium Health Stanly,301 Yadkin St,Albemarle,28001,NC,37,4,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",645,41182276,9943209,8499176,918,4042,4122,76.77829457,61,183,231,170,372,273,562,65,,,,,177,468,0.00620155,0.113178295,0.227906977,0.274418605,0.407751938,0.046511628,0.417054264,0.39379845,0.020155039,0.015503876,0.054263566,0.105426357,0.35503876,0.167441861,0.468217054,0.348837209,0.420155039,0.480620155,0.75,0.75,0.479069767,0.150387597,0.03255814,0.486821705,0.165891473,1.846045303
340120,Vidant Duplin  Hospital,401 N Main St,Kenansville,28349,NC,37,10,"Rural areas: primary flow to a tract outside a urbanized area of 50,000 and greater or UC",521,16793935,7825102,6682498,718,3113,3193,76.621881,62,153,176,130,292,229,402,105,,,,,178,343,0.005758157,0.126679463,0.251439539,0.280230326,0.372360845,0.053742802,0.364683301,0.349328215,0.015355086,0.019193858,0.044145873,0.105566219,0.341650672,0.190019194,0.466410749,0.332053743,0.50671785,0.476007678,0.75,0.75,0.514395394,0.147792706,0.032629559,0.581573896,0.266794626,1.810045821
340123,Randolph Hospital,364 White Oak Street,Asheboro,27204,NC,37,99,Unknown,517,41855215,8084979,7131399,696,2941,2969,75.72727273,68,141,180,128,290,227,472,26,,12,,,144,373,0.005802708,0.094777563,0.181818182,0.288201161,0.502901354,0.081237911,0.47582205,0.452611219,0.013539652,0.011605416,0.058027079,0.143133462,0.313346228,0.208897486,0.439071567,0.415860735,0.479690522,0.410058027,0.75,0.75,0.427466151,0.241779497,0.027079304,0.725338491,0.205029014,1.881221384
340126,Wilson Medical Center,1705 S Tarboro St,Wilson,27893,NC,37,4,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",838,70754668,14801812,13241596,1147,6465,6578,76.00477327,95,248,299,196,474,364,583,236,,,,,236,602,0.005966587,0.106205251,0.207637232,0.279236277,0.375894988,0.066825776,0.343675418,0.313842482,0.011933174,0.019093079,0.064439141,0.089498807,0.361575179,0.214797136,0.45823389,0.403341289,0.497613365,0.522673031,0.75,0.75,0.448687351,0.176610979,0.03221957,0.485680191,0.208830549,2.222038229
340127,Granville Health Systems,1010 College St,Oxford,27565,NC,37,7,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",306,14622070,4521113,3824018,368,1764,1809,77.78104575,37,68,114,87,197,109,215,88,,,,,90,216,0.009803922,0.10130719,0.160130719,0.35620915,0.31372549,0.058823529,0.431372549,0.401960784,0.019607843,0.016339869,0.045751634,0.117647059,0.379084967,0.209150327,0.486928105,0.343137255,0.45751634,0.418300654,0.75,0.75,0.352941177,0.166666667,0.032679739,0.529411765,0.192810458,1.744875116
340129,Lake Norman Regional Medical Center,171 Fairview Road,Mooresville,28117,NC,37,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",801,81476566,11920326,10320535,996,3802,3942,76.78526841,60,236,320,185,431,370,731,37,,17,,12,95,706,0.011235955,0.134831461,0.154806492,0.25093633,0.399500624,0.059925094,0.378277154,0.362047441,0.037453184,0.014981273,0.036204744,0.107365793,0.352059925,0.229712859,0.379525593,0.333333333,0.368289638,0.357053683,0.75,0.75,0.40948814,0.152309613,0.061173533,0.620474407,0.162297129,1.902986814
340130,Atrium Health Union,600 Hospital Dr,Monroe,28112,NC,37,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2172,157457351,34047016,28480657,2903,15924,16436,76.38858195,204,664,779,525,1194,978,1793,292,17,35,,,428,1744,0.017034991,0.111418048,0.165745856,0.255064457,0.376611418,0.048342541,0.387200737,0.359576427,0.011049724,0.015653775,0.043278085,0.119705341,0.364640884,0.2053407,0.443370166,0.323664825,0.414825046,0.39825046,0.75,0.75,0.420349908,0.163904236,0.051104972,0.478821363,0.226058932,2.031527144
340131,Carolina East Medical Center,2000 Neuse Blvd,New Bern,28560,NC,37,2,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",3369,221271589,73062079,65661510,4703,25291,25585,75.96111606,288,1133,1252,696,1722,1647,2831,417,17,40,,,578,2791,0.011576135,0.139507272,0.18699911,0.192045117,0.338379341,0.085188483,0.382012467,0.355001484,0.00890472,0.024933215,0.037399822,0.10952805,0.384683883,0.205402197,0.421490056,0.366280796,0.436331256,0.39418225,0.75,0.75,0.445235975,0.195013357,0.030276046,0.544968834,0.186702286,1.986980323
340132,Maria Parham Medical Center,Po Box 59,Henderson,27536,NC,37,4,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",682,47709440,10151181,8994040,900,5228,5280,74.53372434,101,221,211,149,358,324,391,271,,,,11,281,401,0.01026393,0.177419355,0.282991202,0.265395894,0.331378299,0.102639296,0.391495601,0.353372434,0.026392962,0.024926686,0.080645161,0.126099707,0.343108504,0.211143695,0.508797654,0.365102639,0.473607038,0.439882698,0.75,0.75,0.356304985,0.104105572,0.038123167,0.507331378,0.206744868,2.309409354
340133,Martin General Hospital,310 S Mccaskey Rd P O Box 1128,Williamston,27892,NC,37,7,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",137,8241379,2133642,1943061,164,669,671,75.78832117,16,45,42,34,73,64,97,37,,,,,44,93,0.01459854,0.138686131,0.277372263,0.350364964,0.445255475,0.065693431,0.430656934,0.386861314,0,0.02189781,0.102189781,0.175182482,0.350364964,0.182481752,0.474452555,0.423357664,0.503649635,0.547445256,0.75,0.75,0.437956204,0.197080292,0.03649635,0.635036496,0.240875912,2.104423277
340141,Novant Health New Hanover Regional Medical Center,2131 S 17th St Box 9000,Wilmington,28402,NC,37,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",8277,682952415,193460781,168852747,11021,65670,68072,75.58197415,753,2824,3079,1621,4267,4010,7080,895,28,93,,,1221,7056,0.017397608,0.159961339,0.174459345,0.186299384,0.420079739,0.065241029,0.428174459,0.401594781,0.017760058,0.035278483,0.039990335,0.106077081,0.362691797,0.217953365,0.395795578,0.283073577,0.408118884,0.361241996,0.75,0.75,0.471789296,0.164673191,0.041077685,0.572912891,0.184366316,1.876087268
340142,Carteret General Hospital,3500 Arendell St,Morehead City,28557,NC,37,4,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",1519,51084052,24559715,21856334,1981,9850,9882,76.62672811,118,494,581,326,850,669,1395,67,,16,,33,217,1302,0.011191573,0.166556945,0.187623437,0.200789993,0.350888743,0.049374589,0.377880184,0.341672153,0.019749835,0.028308097,0.022383147,0.098090849,0.375905201,0.195523371,0.377221857,0.362738644,0.413429888,0.344305464,0.75,0.75,0.420013167,0.165898618,0.023041475,0.567478604,0.179723502,1.639892763
